0.5250 	WARNING 	Movie2 stim could not be imported and won't be available
15.9547 	EXP 	other_box: fillColor = '#FFFCA6'
15.9713 	EXP 	self_box: fillColor = '#A6A9FF'
15.9713 	EXP 	other_box: fillColor = '#FFFCA6'
15.9881 	EXP 	self_box: fillColor = '#A6A9FF'
15.9881 	EXP 	other_box: fillColor = '#FFFCA6'
16.0047 	EXP 	self_box: fillColor = '#A6A9FF'
16.0047 	EXP 	other_box: fillColor = '#FFFCA6'
16.0214 	EXP 	self_box: fillColor = '#A6A9FF'
16.0214 	EXP 	other_box: fillColor = '#FFFCA6'
16.0381 	EXP 	self_box: fillColor = '#A6A9FF'
16.0381 	EXP 	other_box: fillColor = '#FFFCA6'
16.0548 	EXP 	self_box: fillColor = '#A6A9FF'
16.0548 	EXP 	other_box: fillColor = '#FFFCA6'
16.0715 	EXP 	self_box: fillColor = '#A6A9FF'
16.0715 	EXP 	other_box: fillColor = '#FFFCA6'
16.0882 	EXP 	self_box: fillColor = '#A6A9FF'
16.0882 	EXP 	other_box: fillColor = '#FFFCA6'
16.1049 	EXP 	self_box: fillColor = '#A6A9FF'
16.1049 	EXP 	other_box: fillColor = '#FFFCA6'
16.1216 	EXP 	self_box: fillColor = '#A6A9FF'
16.1216 	EXP 	other_box: fillColor = '#FFFCA6'
16.1384 	EXP 	self_box: fillColor = '#A6A9FF'
16.1384 	EXP 	other_box: fillColor = '#FFFCA6'
16.1550 	EXP 	self_box: fillColor = '#A6A9FF'
16.1550 	EXP 	other_box: fillColor = '#FFFCA6'
16.1717 	EXP 	self_box: fillColor = '#A6A9FF'
16.1717 	EXP 	other_box: fillColor = '#FFFCA6'
16.1883 	EXP 	self_box: fillColor = '#A6A9FF'
16.1883 	EXP 	other_box: fillColor = '#FFFCA6'
16.2051 	EXP 	self_box: fillColor = '#A6A9FF'
16.2051 	EXP 	other_box: fillColor = '#FFFCA6'
16.2218 	EXP 	self_box: fillColor = '#A6A9FF'
16.2218 	EXP 	other_box: fillColor = '#FFFCA6'
16.2385 	EXP 	self_box: fillColor = '#A6A9FF'
16.2385 	EXP 	other_box: fillColor = '#FFFCA6'
16.2552 	EXP 	self_box: fillColor = '#A6A9FF'
16.2552 	EXP 	other_box: fillColor = '#FFFCA6'
16.2718 	EXP 	self_box: fillColor = '#A6A9FF'
16.2718 	EXP 	other_box: fillColor = '#FFFCA6'
16.2885 	EXP 	self_box: fillColor = '#A6A9FF'
16.2885 	EXP 	other_box: fillColor = '#FFFCA6'
16.3052 	EXP 	self_box: fillColor = '#A6A9FF'
16.3052 	EXP 	other_box: fillColor = '#FFFCA6'
16.3220 	EXP 	self_box: fillColor = '#A6A9FF'
16.3220 	EXP 	other_box: fillColor = '#FFFCA6'
16.3386 	EXP 	self_box: fillColor = '#A6A9FF'
16.3386 	EXP 	other_box: fillColor = '#FFFCA6'
16.3554 	EXP 	self_box: fillColor = '#A6A9FF'
16.3554 	EXP 	other_box: fillColor = '#FFFCA6'
16.3721 	EXP 	self_box: fillColor = '#A6A9FF'
16.3721 	EXP 	other_box: fillColor = '#FFFCA6'
16.3888 	EXP 	self_box: fillColor = '#A6A9FF'
16.3888 	EXP 	other_box: fillColor = '#FFFCA6'
16.4054 	EXP 	self_box: fillColor = '#A6A9FF'
16.4054 	EXP 	other_box: fillColor = '#FFFCA6'
16.4221 	EXP 	self_box: fillColor = '#A6A9FF'
16.4221 	EXP 	other_box: fillColor = '#FFFCA6'
16.4388 	EXP 	self_box: fillColor = '#A6A9FF'
16.4388 	EXP 	other_box: fillColor = '#FFFCA6'
16.4556 	EXP 	self_box: fillColor = '#A6A9FF'
16.4556 	EXP 	other_box: fillColor = '#FFFCA6'
16.4722 	EXP 	self_box: fillColor = '#A6A9FF'
16.4722 	EXP 	other_box: fillColor = '#FFFCA6'
16.4889 	EXP 	self_box: fillColor = '#A6A9FF'
16.4889 	EXP 	other_box: fillColor = '#FFFCA6'
16.5056 	EXP 	self_box: fillColor = '#A6A9FF'
16.5056 	EXP 	other_box: fillColor = '#FFFCA6'
16.5223 	EXP 	self_box: fillColor = '#A6A9FF'
16.5223 	EXP 	other_box: fillColor = '#FFFCA6'
16.5389 	EXP 	self_box: fillColor = '#A6A9FF'
16.5389 	EXP 	other_box: fillColor = '#FFFCA6'
16.5556 	EXP 	self_box: fillColor = '#A6A9FF'
16.5556 	EXP 	other_box: fillColor = '#FFFCA6'
16.5723 	EXP 	self_box: fillColor = '#A6A9FF'
16.5723 	EXP 	other_box: fillColor = '#FFFCA6'
16.5890 	EXP 	self_box: fillColor = '#A6A9FF'
16.5890 	EXP 	other_box: fillColor = '#FFFCA6'
16.6057 	EXP 	self_box: fillColor = '#A6A9FF'
16.6057 	EXP 	other_box: fillColor = '#FFFCA6'
16.6224 	EXP 	self_box: fillColor = '#A6A9FF'
16.6224 	EXP 	other_box: fillColor = '#FFFCA6'
16.6391 	EXP 	self_box: fillColor = '#A6A9FF'
16.6391 	EXP 	other_box: fillColor = '#FFFCA6'
16.6558 	EXP 	self_box: fillColor = '#A6A9FF'
16.6558 	EXP 	other_box: fillColor = '#FFFCA6'
16.6725 	EXP 	self_box: fillColor = '#A6A9FF'
16.6725 	EXP 	other_box: fillColor = '#FFFCA6'
16.6892 	EXP 	self_box: fillColor = '#A6A9FF'
16.6892 	EXP 	other_box: fillColor = '#FFFCA6'
16.7059 	EXP 	self_box: fillColor = '#A6A9FF'
16.7059 	EXP 	other_box: fillColor = '#FFFCA6'
16.7226 	EXP 	self_box: fillColor = '#A6A9FF'
16.7226 	EXP 	other_box: fillColor = '#FFFCA6'
16.7393 	EXP 	self_box: fillColor = '#A6A9FF'
16.7393 	EXP 	other_box: fillColor = '#FFFCA6'
16.7560 	EXP 	self_box: fillColor = '#A6A9FF'
16.7560 	EXP 	other_box: fillColor = '#FFFCA6'
16.7727 	EXP 	self_box: fillColor = '#A6A9FF'
16.7727 	EXP 	other_box: fillColor = '#FFFCA6'
16.7893 	EXP 	self_box: fillColor = '#A6A9FF'
16.7893 	EXP 	other_box: fillColor = '#FFFCA6'
16.8060 	EXP 	self_box: fillColor = '#A6A9FF'
16.8060 	EXP 	other_box: fillColor = '#FFFCA6'
16.8227 	EXP 	self_box: fillColor = '#A6A9FF'
16.8227 	EXP 	other_box: fillColor = '#FFFCA6'
16.8394 	EXP 	self_box: fillColor = '#3E45FA'
16.8394 	EXP 	other_box: fillColor = '#FFFCA6'
16.8561 	EXP 	self_box: fillColor = '#3E45FA'
16.8561 	EXP 	other_box: fillColor = '#FFFCA6'
16.8728 	EXP 	self_box: fillColor = '#3E45FA'
16.8728 	EXP 	other_box: fillColor = '#FFFCA6'
16.8896 	EXP 	self_box: fillColor = '#3E45FA'
16.8896 	EXP 	other_box: fillColor = '#FFFCA6'
16.9062 	EXP 	self_box: fillColor = '#3E45FA'
16.9062 	EXP 	other_box: fillColor = '#FFFCA6'
16.9229 	EXP 	self_box: fillColor = '#3E45FA'
16.9229 	EXP 	other_box: fillColor = '#FFFCA6'
16.9395 	EXP 	self_box: fillColor = '#3E45FA'
16.9395 	EXP 	other_box: fillColor = '#FFFCA6'
16.9564 	EXP 	self_box: fillColor = '#3E45FA'
16.9564 	EXP 	other_box: fillColor = '#FFFCA6'
16.9730 	EXP 	self_box: fillColor = '#3E45FA'
16.9730 	EXP 	other_box: fillColor = '#FFFCA6'
16.9896 	EXP 	self_box: fillColor = '#3E45FA'
16.9896 	EXP 	other_box: fillColor = '#FFFCA6'
17.0063 	EXP 	self_box: fillColor = '#3E45FA'
17.0063 	EXP 	other_box: fillColor = '#FFFCA6'
17.0231 	EXP 	self_box: fillColor = '#3E45FA'
17.0231 	EXP 	other_box: fillColor = '#FFFCA6'
17.0398 	EXP 	self_box: fillColor = '#3E45FA'
17.0398 	EXP 	other_box: fillColor = '#FFFCA6'
17.0565 	EXP 	self_box: fillColor = '#3E45FA'
17.0565 	EXP 	other_box: fillColor = '#FFFCA6'
17.0731 	EXP 	self_box: fillColor = '#3E45FA'
17.0731 	EXP 	other_box: fillColor = '#FFFCA6'
17.0899 	EXP 	self_box: fillColor = '#3E45FA'
17.0899 	EXP 	other_box: fillColor = '#FFFCA6'
17.1065 	EXP 	self_box: fillColor = '#3E45FA'
17.1065 	EXP 	other_box: fillColor = '#FFFCA6'
17.1232 	EXP 	self_box: fillColor = '#3E45FA'
17.1232 	EXP 	other_box: fillColor = '#FFFCA6'
17.1399 	EXP 	self_box: fillColor = '#3E45FA'
17.1399 	EXP 	other_box: fillColor = '#FFFCA6'
17.1566 	EXP 	self_box: fillColor = '#3E45FA'
17.1566 	EXP 	other_box: fillColor = '#FFFCA6'
17.1733 	EXP 	self_box: fillColor = '#3E45FA'
17.1733 	EXP 	other_box: fillColor = '#FFFCA6'
17.1901 	EXP 	self_box: fillColor = '#3E45FA'
17.1901 	EXP 	other_box: fillColor = '#FFFCA6'
17.2066 	EXP 	self_box: fillColor = '#3E45FA'
17.2066 	EXP 	other_box: fillColor = '#FFFCA6'
17.2234 	EXP 	self_box: fillColor = '#3E45FA'
17.2234 	EXP 	other_box: fillColor = '#FFFCA6'
17.2401 	EXP 	self_box: fillColor = '#3E45FA'
17.2401 	EXP 	other_box: fillColor = '#FFFCA6'
17.2567 	EXP 	self_box: fillColor = '#3E45FA'
17.2567 	EXP 	other_box: fillColor = '#FFFCA6'
17.2734 	EXP 	self_box: fillColor = '#3E45FA'
17.2734 	EXP 	other_box: fillColor = '#FFFCA6'
17.2902 	EXP 	self_box: fillColor = '#3E45FA'
17.2902 	EXP 	other_box: fillColor = '#FFFCA6'
17.3068 	EXP 	self_box: fillColor = '#3E45FA'
17.3068 	EXP 	other_box: fillColor = '#FFFCA6'
17.3236 	EXP 	self_box: fillColor = '#3E45FA'
17.3236 	EXP 	other_box: fillColor = '#FFFCA6'
17.3403 	EXP 	self_box: fillColor = '#3E45FA'
17.3403 	EXP 	other_box: fillColor = '#FFFCA6'
17.3570 	EXP 	self_box: fillColor = '#3E45FA'
17.3570 	EXP 	other_box: fillColor = '#FFFCA6'
17.3736 	EXP 	self_box: fillColor = '#3E45FA'
17.3736 	EXP 	other_box: fillColor = '#FFFCA6'
17.3903 	EXP 	self_box: fillColor = '#3E45FA'
17.3903 	EXP 	other_box: fillColor = '#FFFCA6'
17.4071 	EXP 	self_box: fillColor = '#3E45FA'
17.4071 	EXP 	other_box: fillColor = '#FFFCA6'
17.4084 	DATA 	Mouse: Left button down, pos=(478,266)
17.4237 	EXP 	self_box: fillColor = '#3E45FA'
17.4237 	EXP 	other_box: fillColor = '#FFFCA6'
17.4251 	EXP 	New trial (rep=0, index=1): {'word': u'word8.1', 'amount': u'unmodified', 'list': u'list8', 'trialtype': u'unmodified', 'trialtype_extended': u'unmodified'}
17.4404 	EXP 	self_box: fillColor = '#3E45FA'
17.4404 	EXP 	other_box: fillColor = '#FFFCA6'
17.4404 	EXP 	question: autoDraw = False
17.4404 	EXP 	self_box: autoDraw = False
17.4404 	EXP 	self_label: autoDraw = False
17.4404 	EXP 	other_box: autoDraw = False
17.4404 	EXP 	other_label: autoDraw = False
17.4404 	EXP 	text: text = u'word8.1'
17.4742 	DATA 	Mouse: Left button up, pos=(478,266)
18.4420 	EXP 	text: autoDraw = True
21.0795 	EXP 	text: autoDraw = False
21.0795 	EXP 	question: autoDraw = True
21.0795 	EXP 	self_box: autoDraw = True
21.0795 	EXP 	self_label: autoDraw = True
21.0795 	EXP 	other_box: autoDraw = True
21.0795 	EXP 	other_label: autoDraw = True
21.0795 	EXP 	self_box: fillColor = '#A6A9FF'
21.0795 	EXP 	other_box: fillColor = '#FFFCA6'
21.0962 	EXP 	self_box: fillColor = '#A6A9FF'
21.0962 	EXP 	other_box: fillColor = '#FFFCA6'
21.1128 	EXP 	self_box: fillColor = '#A6A9FF'
21.1128 	EXP 	other_box: fillColor = '#FFFCA6'
21.1296 	EXP 	self_box: fillColor = '#A6A9FF'
21.1296 	EXP 	other_box: fillColor = '#FFFCA6'
21.1463 	EXP 	self_box: fillColor = '#A6A9FF'
21.1463 	EXP 	other_box: fillColor = '#FFFCA6'
21.1629 	EXP 	self_box: fillColor = '#A6A9FF'
21.1629 	EXP 	other_box: fillColor = '#FFFCA6'
21.1797 	EXP 	self_box: fillColor = '#A6A9FF'
21.1797 	EXP 	other_box: fillColor = '#FFFCA6'
21.1963 	EXP 	self_box: fillColor = '#A6A9FF'
21.1963 	EXP 	other_box: fillColor = '#FFFCA6'
21.2130 	EXP 	self_box: fillColor = '#A6A9FF'
21.2130 	EXP 	other_box: fillColor = '#FFFCA6'
21.2298 	EXP 	self_box: fillColor = '#A6A9FF'
21.2298 	EXP 	other_box: fillColor = '#FFFCA6'
21.2464 	EXP 	self_box: fillColor = '#A6A9FF'
21.2464 	EXP 	other_box: fillColor = '#FFFCA6'
21.2631 	EXP 	self_box: fillColor = '#A6A9FF'
21.2631 	EXP 	other_box: fillColor = '#FFFCA6'
21.2798 	EXP 	self_box: fillColor = '#A6A9FF'
21.2798 	EXP 	other_box: fillColor = '#FFFCA6'
21.2966 	EXP 	self_box: fillColor = '#A6A9FF'
21.2966 	EXP 	other_box: fillColor = '#FFFCA6'
21.3132 	EXP 	self_box: fillColor = '#A6A9FF'
21.3132 	EXP 	other_box: fillColor = '#FFFCA6'
21.3301 	EXP 	self_box: fillColor = '#A6A9FF'
21.3301 	EXP 	other_box: fillColor = '#FFFCA6'
21.3466 	EXP 	self_box: fillColor = '#A6A9FF'
21.3466 	EXP 	other_box: fillColor = '#FFFCA6'
21.3632 	EXP 	self_box: fillColor = '#A6A9FF'
21.3632 	EXP 	other_box: fillColor = '#FFFCA6'
21.3799 	EXP 	self_box: fillColor = '#A6A9FF'
21.3799 	EXP 	other_box: fillColor = '#FFFCA6'
21.3966 	EXP 	self_box: fillColor = '#A6A9FF'
21.3966 	EXP 	other_box: fillColor = '#FFFCA6'
21.4133 	EXP 	self_box: fillColor = '#A6A9FF'
21.4133 	EXP 	other_box: fillColor = '#FFFCA6'
21.4300 	EXP 	self_box: fillColor = '#A6A9FF'
21.4300 	EXP 	other_box: fillColor = '#FFFCA6'
21.4467 	EXP 	self_box: fillColor = '#A6A9FF'
21.4467 	EXP 	other_box: fillColor = '#FFFCA6'
21.4634 	EXP 	self_box: fillColor = '#A6A9FF'
21.4634 	EXP 	other_box: fillColor = '#FFFCA6'
21.4801 	EXP 	self_box: fillColor = '#A6A9FF'
21.4801 	EXP 	other_box: fillColor = '#FFFCA6'
21.4968 	EXP 	self_box: fillColor = '#A6A9FF'
21.4968 	EXP 	other_box: fillColor = '#FFFCA6'
21.5135 	EXP 	self_box: fillColor = '#A6A9FF'
21.5135 	EXP 	other_box: fillColor = '#FFFCA6'
21.5302 	EXP 	self_box: fillColor = '#A6A9FF'
21.5302 	EXP 	other_box: fillColor = '#FFFCA6'
21.5469 	EXP 	self_box: fillColor = '#A6A9FF'
21.5469 	EXP 	other_box: fillColor = '#FFFCA6'
21.5636 	EXP 	self_box: fillColor = '#A6A9FF'
21.5636 	EXP 	other_box: fillColor = '#FFFCA6'
21.5803 	EXP 	self_box: fillColor = '#A6A9FF'
21.5803 	EXP 	other_box: fillColor = '#FFFCA6'
21.5970 	EXP 	self_box: fillColor = '#A6A9FF'
21.5970 	EXP 	other_box: fillColor = '#FFFCA6'
21.6137 	EXP 	self_box: fillColor = '#A6A9FF'
21.6137 	EXP 	other_box: fillColor = '#FFFCA6'
21.6303 	EXP 	self_box: fillColor = '#A6A9FF'
21.6303 	EXP 	other_box: fillColor = '#FFFCA6'
21.6470 	EXP 	self_box: fillColor = '#A6A9FF'
21.6470 	EXP 	other_box: fillColor = '#FFFCA6'
21.6637 	EXP 	self_box: fillColor = '#A6A9FF'
21.6637 	EXP 	other_box: fillColor = '#FFFCA6'
21.6804 	EXP 	self_box: fillColor = '#A6A9FF'
21.6804 	EXP 	other_box: fillColor = '#FFFCA6'
21.6971 	EXP 	self_box: fillColor = '#A6A9FF'
21.6971 	EXP 	other_box: fillColor = '#FFFCA6'
21.7138 	EXP 	self_box: fillColor = '#A6A9FF'
21.7138 	EXP 	other_box: fillColor = '#FFFCA6'
21.7305 	EXP 	self_box: fillColor = '#A6A9FF'
21.7305 	EXP 	other_box: fillColor = '#FFFCA6'
21.7472 	EXP 	self_box: fillColor = '#A6A9FF'
21.7472 	EXP 	other_box: fillColor = '#FFFCA6'
21.7639 	EXP 	self_box: fillColor = '#A6A9FF'
21.7639 	EXP 	other_box: fillColor = '#FFFCA6'
21.7805 	EXP 	self_box: fillColor = '#A6A9FF'
21.7805 	EXP 	other_box: fillColor = '#FFFCA6'
21.7972 	EXP 	self_box: fillColor = '#A6A9FF'
21.7972 	EXP 	other_box: fillColor = '#FFFCA6'
21.8139 	EXP 	self_box: fillColor = '#A6A9FF'
21.8139 	EXP 	other_box: fillColor = '#FFFCA6'
21.8306 	EXP 	self_box: fillColor = '#A6A9FF'
21.8306 	EXP 	other_box: fillColor = '#FFFCA6'
21.8473 	EXP 	self_box: fillColor = '#A6A9FF'
21.8473 	EXP 	other_box: fillColor = '#FFFCA6'
21.8640 	EXP 	self_box: fillColor = '#A6A9FF'
21.8640 	EXP 	other_box: fillColor = '#FFFCA6'
21.8808 	EXP 	self_box: fillColor = '#A6A9FF'
21.8808 	EXP 	other_box: fillColor = '#FFFCA6'
