11.1518 	WARNING 	Movie2 stim could not be imported and won't be available
24.1471 	EXP 	other_box: fillColor = '#FAF33E'
24.1644 	DATA 	Mouse: Left button down, pos=(1005,316)
24.1803 	EXP 	self_box: fillColor = '#A6A9FF'
24.1803 	EXP 	other_box: fillColor = '#FAF33E'
24.1820 	EXP 	New trial (rep=0, index=1): {'word': u'word2.1', 'amount': u'-1.5', 'list': u'list2', 'trialtype': u'pitch', 'trialtype_extended': u'pitch_lower_large'}
24.1971 	EXP 	self_box: fillColor = '#A6A9FF'
24.1971 	EXP 	other_box: fillColor = '#FAF33E'
24.1971 	EXP 	question: autoDraw = False
24.1971 	EXP 	self_box: autoDraw = False
24.1971 	EXP 	self_label: autoDraw = False
24.1971 	EXP 	other_box: autoDraw = False
24.1971 	EXP 	other_label: autoDraw = False
24.1971 	EXP 	text: text = u'word2.1'
24.2480 	DATA 	Mouse: Left button up, pos=(1005,316)
25.2155 	EXP 	text: autoDraw = True
27.8862 	EXP 	text: autoDraw = False
27.8862 	EXP 	question: autoDraw = True
27.8862 	EXP 	self_box: autoDraw = True
27.8862 	EXP 	self_label: autoDraw = True
27.8862 	EXP 	other_box: autoDraw = True
27.8862 	EXP 	other_label: autoDraw = True
27.8862 	EXP 	self_box: fillColor = '#A6A9FF'
27.8862 	EXP 	other_box: fillColor = '#FFFCA6'
27.9029 	EXP 	self_box: fillColor = '#A6A9FF'
27.9029 	EXP 	other_box: fillColor = '#FFFCA6'
27.9196 	EXP 	self_box: fillColor = '#A6A9FF'
27.9196 	EXP 	other_box: fillColor = '#FFFCA6'
27.9363 	EXP 	self_box: fillColor = '#A6A9FF'
27.9363 	EXP 	other_box: fillColor = '#FFFCA6'
27.9530 	EXP 	self_box: fillColor = '#A6A9FF'
27.9530 	EXP 	other_box: fillColor = '#FFFCA6'
27.9697 	EXP 	self_box: fillColor = '#A6A9FF'
27.9697 	EXP 	other_box: fillColor = '#FFFCA6'
27.9864 	EXP 	self_box: fillColor = '#A6A9FF'
27.9864 	EXP 	other_box: fillColor = '#FFFCA6'
28.0031 	EXP 	self_box: fillColor = '#A6A9FF'
28.0031 	EXP 	other_box: fillColor = '#FFFCA6'
28.0198 	EXP 	self_box: fillColor = '#A6A9FF'
28.0198 	EXP 	other_box: fillColor = '#FFFCA6'
28.0365 	EXP 	self_box: fillColor = '#A6A9FF'
28.0365 	EXP 	other_box: fillColor = '#FFFCA6'
28.0532 	EXP 	self_box: fillColor = '#A6A9FF'
28.0532 	EXP 	other_box: fillColor = '#FFFCA6'
28.0699 	EXP 	self_box: fillColor = '#A6A9FF'
28.0699 	EXP 	other_box: fillColor = '#FFFCA6'
28.0866 	EXP 	self_box: fillColor = '#A6A9FF'
28.0866 	EXP 	other_box: fillColor = '#FFFCA6'
28.1033 	EXP 	self_box: fillColor = '#A6A9FF'
28.1033 	EXP 	other_box: fillColor = '#FFFCA6'
