4.4593 	WARNING 	Movie2 stim could not be imported and won't be available
15.6009 	EXP 	other_box: fillColor = '#FFFCA6'
15.6177 	EXP 	self_box: fillColor = '#A6A9FF'
15.6177 	EXP 	other_box: fillColor = '#FFFCA6'
15.6343 	EXP 	self_box: fillColor = '#A6A9FF'
15.6343 	EXP 	other_box: fillColor = '#FFFCA6'
15.6510 	EXP 	self_box: fillColor = '#A6A9FF'
15.6510 	EXP 	other_box: fillColor = '#FFFCA6'
15.6678 	EXP 	self_box: fillColor = '#A6A9FF'
15.6678 	EXP 	other_box: fillColor = '#FFFCA6'
15.6845 	EXP 	self_box: fillColor = '#A6A9FF'
15.6845 	EXP 	other_box: fillColor = '#FFFCA6'
15.7011 	EXP 	self_box: fillColor = '#A6A9FF'
15.7011 	EXP 	other_box: fillColor = '#FFFCA6'
15.7178 	EXP 	self_box: fillColor = '#A6A9FF'
15.7178 	EXP 	other_box: fillColor = '#FFFCA6'
15.7345 	EXP 	self_box: fillColor = '#A6A9FF'
15.7345 	EXP 	other_box: fillColor = '#FFFCA6'
15.7512 	EXP 	self_box: fillColor = '#A6A9FF'
15.7512 	EXP 	other_box: fillColor = '#FFFCA6'
15.7679 	EXP 	self_box: fillColor = '#A6A9FF'
15.7679 	EXP 	other_box: fillColor = '#FFFCA6'
15.7845 	EXP 	self_box: fillColor = '#A6A9FF'
15.7845 	EXP 	other_box: fillColor = '#FFFCA6'
15.8013 	EXP 	self_box: fillColor = '#A6A9FF'
15.8013 	EXP 	other_box: fillColor = '#FFFCA6'
15.8178 	EXP 	self_box: fillColor = '#A6A9FF'
15.8178 	EXP 	other_box: fillColor = '#FFFCA6'
15.8346 	EXP 	self_box: fillColor = '#A6A9FF'
15.8346 	EXP 	other_box: fillColor = '#FFFCA6'
15.8512 	EXP 	self_box: fillColor = '#A6A9FF'
15.8512 	EXP 	other_box: fillColor = '#FFFCA6'
15.8680 	EXP 	self_box: fillColor = '#A6A9FF'
15.8680 	EXP 	other_box: fillColor = '#FFFCA6'
15.8846 	EXP 	self_box: fillColor = '#A6A9FF'
15.8846 	EXP 	other_box: fillColor = '#FFFCA6'
15.9013 	EXP 	self_box: fillColor = '#A6A9FF'
15.9013 	EXP 	other_box: fillColor = '#FFFCA6'
15.9180 	EXP 	self_box: fillColor = '#A6A9FF'
15.9180 	EXP 	other_box: fillColor = '#FFFCA6'
15.9346 	EXP 	self_box: fillColor = '#A6A9FF'
15.9346 	EXP 	other_box: fillColor = '#FFFCA6'
15.9513 	EXP 	self_box: fillColor = '#A6A9FF'
15.9513 	EXP 	other_box: fillColor = '#FFFCA6'
15.9680 	EXP 	self_box: fillColor = '#A6A9FF'
15.9680 	EXP 	other_box: fillColor = '#FFFCA6'
15.9847 	EXP 	self_box: fillColor = '#A6A9FF'
15.9847 	EXP 	other_box: fillColor = '#FFFCA6'
16.0014 	EXP 	self_box: fillColor = '#A6A9FF'
16.0014 	EXP 	other_box: fillColor = '#FFFCA6'
16.0182 	EXP 	self_box: fillColor = '#A6A9FF'
16.0182 	EXP 	other_box: fillColor = '#FFFCA6'
16.0348 	EXP 	self_box: fillColor = '#A6A9FF'
16.0348 	EXP 	other_box: fillColor = '#FFFCA6'
16.0515 	EXP 	self_box: fillColor = '#A6A9FF'
16.0515 	EXP 	other_box: fillColor = '#FFFCA6'
16.0682 	EXP 	self_box: fillColor = '#A6A9FF'
16.0682 	EXP 	other_box: fillColor = '#FFFCA6'
16.0849 	EXP 	self_box: fillColor = '#A6A9FF'
16.0849 	EXP 	other_box: fillColor = '#FFFCA6'
16.1016 	EXP 	self_box: fillColor = '#A6A9FF'
16.1016 	EXP 	other_box: fillColor = '#FFFCA6'
16.1183 	EXP 	self_box: fillColor = '#A6A9FF'
16.1183 	EXP 	other_box: fillColor = '#FFFCA6'
16.1350 	EXP 	self_box: fillColor = '#A6A9FF'
16.1350 	EXP 	other_box: fillColor = '#FFFCA6'
16.1517 	EXP 	self_box: fillColor = '#A6A9FF'
16.1517 	EXP 	other_box: fillColor = '#FFFCA6'
16.1684 	EXP 	self_box: fillColor = '#A6A9FF'
16.1684 	EXP 	other_box: fillColor = '#FFFCA6'
16.1851 	EXP 	self_box: fillColor = '#A6A9FF'
16.1851 	EXP 	other_box: fillColor = '#FFFCA6'
16.2017 	EXP 	self_box: fillColor = '#A6A9FF'
16.2017 	EXP 	other_box: fillColor = '#FFFCA6'
16.2185 	EXP 	self_box: fillColor = '#A6A9FF'
16.2185 	EXP 	other_box: fillColor = '#FFFCA6'
16.2351 	EXP 	self_box: fillColor = '#A6A9FF'
16.2351 	EXP 	other_box: fillColor = '#FFFCA6'
16.2518 	EXP 	self_box: fillColor = '#A6A9FF'
16.2518 	EXP 	other_box: fillColor = '#FFFCA6'
16.2686 	EXP 	self_box: fillColor = '#A6A9FF'
16.2686 	EXP 	other_box: fillColor = '#FFFCA6'
16.2852 	EXP 	self_box: fillColor = '#A6A9FF'
16.2852 	EXP 	other_box: fillColor = '#FFFCA6'
16.3019 	EXP 	self_box: fillColor = '#A6A9FF'
16.3019 	EXP 	other_box: fillColor = '#FFFCA6'
16.3186 	EXP 	self_box: fillColor = '#A6A9FF'
16.3186 	EXP 	other_box: fillColor = '#FFFCA6'
16.3353 	EXP 	self_box: fillColor = '#A6A9FF'
16.3353 	EXP 	other_box: fillColor = '#FFFCA6'
16.3520 	EXP 	self_box: fillColor = '#A6A9FF'
16.3520 	EXP 	other_box: fillColor = '#FFFCA6'
16.3687 	EXP 	self_box: fillColor = '#A6A9FF'
16.3687 	EXP 	other_box: fillColor = '#FFFCA6'
16.3854 	EXP 	self_box: fillColor = '#A6A9FF'
16.3854 	EXP 	other_box: fillColor = '#FFFCA6'
16.4021 	EXP 	self_box: fillColor = '#A6A9FF'
16.4021 	EXP 	other_box: fillColor = '#FFFCA6'
16.4188 	EXP 	self_box: fillColor = '#A6A9FF'
16.4188 	EXP 	other_box: fillColor = '#FFFCA6'
16.4355 	EXP 	self_box: fillColor = '#A6A9FF'
16.4355 	EXP 	other_box: fillColor = '#FFFCA6'
16.4522 	EXP 	self_box: fillColor = '#A6A9FF'
16.4522 	EXP 	other_box: fillColor = '#FFFCA6'
16.4688 	EXP 	self_box: fillColor = '#A6A9FF'
16.4688 	EXP 	other_box: fillColor = '#FFFCA6'
16.4856 	EXP 	self_box: fillColor = '#A6A9FF'
16.4856 	EXP 	other_box: fillColor = '#FFFCA6'
16.5022 	EXP 	self_box: fillColor = '#A6A9FF'
16.5022 	EXP 	other_box: fillColor = '#FFFCA6'
16.5190 	EXP 	self_box: fillColor = '#A6A9FF'
16.5190 	EXP 	other_box: fillColor = '#FFFCA6'
16.5357 	EXP 	self_box: fillColor = '#A6A9FF'
16.5357 	EXP 	other_box: fillColor = '#FFFCA6'
16.5523 	EXP 	self_box: fillColor = '#A6A9FF'
16.5523 	EXP 	other_box: fillColor = '#FFFCA6'
16.5690 	EXP 	self_box: fillColor = '#A6A9FF'
16.5690 	EXP 	other_box: fillColor = '#FFFCA6'
16.5857 	EXP 	self_box: fillColor = '#A6A9FF'
16.5857 	EXP 	other_box: fillColor = '#FFFCA6'
16.6024 	EXP 	self_box: fillColor = '#A6A9FF'
16.6024 	EXP 	other_box: fillColor = '#FFFCA6'
16.6191 	EXP 	self_box: fillColor = '#A6A9FF'
16.6191 	EXP 	other_box: fillColor = '#FFFCA6'
16.6358 	EXP 	self_box: fillColor = '#A6A9FF'
16.6358 	EXP 	other_box: fillColor = '#FFFCA6'
16.6525 	EXP 	self_box: fillColor = '#A6A9FF'
16.6525 	EXP 	other_box: fillColor = '#FFFCA6'
16.6692 	EXP 	self_box: fillColor = '#A6A9FF'
16.6692 	EXP 	other_box: fillColor = '#FFFCA6'
16.6859 	EXP 	self_box: fillColor = '#A6A9FF'
16.6859 	EXP 	other_box: fillColor = '#FFFCA6'
16.7026 	EXP 	self_box: fillColor = '#A6A9FF'
16.7026 	EXP 	other_box: fillColor = '#FFFCA6'
16.7193 	EXP 	self_box: fillColor = '#A6A9FF'
16.7193 	EXP 	other_box: fillColor = '#FFFCA6'
16.7360 	EXP 	self_box: fillColor = '#A6A9FF'
16.7360 	EXP 	other_box: fillColor = '#FFFCA6'
16.7527 	EXP 	self_box: fillColor = '#A6A9FF'
16.7527 	EXP 	other_box: fillColor = '#FFFCA6'
16.7694 	EXP 	self_box: fillColor = '#A6A9FF'
16.7694 	EXP 	other_box: fillColor = '#FFFCA6'
16.7861 	EXP 	self_box: fillColor = '#A6A9FF'
16.7861 	EXP 	other_box: fillColor = '#FFFCA6'
16.8028 	EXP 	self_box: fillColor = '#A6A9FF'
16.8028 	EXP 	other_box: fillColor = '#FFFCA6'
16.8195 	EXP 	self_box: fillColor = '#A6A9FF'
16.8195 	EXP 	other_box: fillColor = '#FFFCA6'
16.8361 	EXP 	self_box: fillColor = '#A6A9FF'
16.8361 	EXP 	other_box: fillColor = '#FFFCA6'
16.8529 	EXP 	self_box: fillColor = '#A6A9FF'
16.8529 	EXP 	other_box: fillColor = '#FFFCA6'
16.8695 	EXP 	self_box: fillColor = '#A6A9FF'
16.8695 	EXP 	other_box: fillColor = '#FFFCA6'
16.8862 	EXP 	self_box: fillColor = '#A6A9FF'
16.8862 	EXP 	other_box: fillColor = '#FFFCA6'
16.9028 	EXP 	self_box: fillColor = '#A6A9FF'
16.9028 	EXP 	other_box: fillColor = '#FFFCA6'
16.9195 	EXP 	self_box: fillColor = '#A6A9FF'
16.9195 	EXP 	other_box: fillColor = '#FFFCA6'
16.9363 	EXP 	self_box: fillColor = '#A6A9FF'
16.9363 	EXP 	other_box: fillColor = '#FFFCA6'
16.9529 	EXP 	self_box: fillColor = '#A6A9FF'
16.9529 	EXP 	other_box: fillColor = '#FFFCA6'
16.9696 	EXP 	self_box: fillColor = '#A6A9FF'
16.9696 	EXP 	other_box: fillColor = '#FFFCA6'
16.9863 	EXP 	self_box: fillColor = '#A6A9FF'
16.9863 	EXP 	other_box: fillColor = '#FFFCA6'
17.0030 	EXP 	self_box: fillColor = '#A6A9FF'
17.0030 	EXP 	other_box: fillColor = '#FFFCA6'
17.0197 	EXP 	self_box: fillColor = '#A6A9FF'
17.0197 	EXP 	other_box: fillColor = '#FFFCA6'
17.0364 	EXP 	self_box: fillColor = '#A6A9FF'
17.0364 	EXP 	other_box: fillColor = '#FFFCA6'
17.0531 	EXP 	self_box: fillColor = '#A6A9FF'
17.0531 	EXP 	other_box: fillColor = '#FFFCA6'
17.0698 	EXP 	self_box: fillColor = '#A6A9FF'
17.0698 	EXP 	other_box: fillColor = '#FFFCA6'
17.0865 	EXP 	self_box: fillColor = '#A6A9FF'
17.0865 	EXP 	other_box: fillColor = '#FFFCA6'
17.1032 	EXP 	self_box: fillColor = '#A6A9FF'
17.1032 	EXP 	other_box: fillColor = '#FFFCA6'
17.1199 	EXP 	self_box: fillColor = '#A6A9FF'
17.1199 	EXP 	other_box: fillColor = '#FFFCA6'
17.1366 	EXP 	self_box: fillColor = '#A6A9FF'
17.1366 	EXP 	other_box: fillColor = '#FFFCA6'
17.1533 	EXP 	self_box: fillColor = '#A6A9FF'
17.1533 	EXP 	other_box: fillColor = '#FFFCA6'
17.1699 	EXP 	self_box: fillColor = '#A6A9FF'
17.1699 	EXP 	other_box: fillColor = '#FFFCA6'
17.1867 	EXP 	self_box: fillColor = '#A6A9FF'
17.1867 	EXP 	other_box: fillColor = '#FFFCA6'
17.2033 	EXP 	self_box: fillColor = '#A6A9FF'
17.2033 	EXP 	other_box: fillColor = '#FFFCA6'
17.2200 	EXP 	self_box: fillColor = '#A6A9FF'
17.2200 	EXP 	other_box: fillColor = '#FFFCA6'
17.2367 	EXP 	self_box: fillColor = '#A6A9FF'
17.2367 	EXP 	other_box: fillColor = '#FFFCA6'
17.2536 	EXP 	self_box: fillColor = '#A6A9FF'
17.2536 	EXP 	other_box: fillColor = '#FFFCA6'
17.2702 	EXP 	self_box: fillColor = '#A6A9FF'
17.2702 	EXP 	other_box: fillColor = '#FFFCA6'
17.2869 	EXP 	self_box: fillColor = '#A6A9FF'
17.2869 	EXP 	other_box: fillColor = '#FFFCA6'
17.3036 	EXP 	self_box: fillColor = '#A6A9FF'
17.3036 	EXP 	other_box: fillColor = '#FFFCA6'
17.3204 	EXP 	self_box: fillColor = '#A6A9FF'
17.3204 	EXP 	other_box: fillColor = '#FFFCA6'
17.3370 	EXP 	self_box: fillColor = '#A6A9FF'
17.3370 	EXP 	other_box: fillColor = '#FFFCA6'
17.3537 	EXP 	self_box: fillColor = '#A6A9FF'
17.3537 	EXP 	other_box: fillColor = '#FFFCA6'
17.3704 	EXP 	self_box: fillColor = '#A6A9FF'
17.3704 	EXP 	other_box: fillColor = '#FFFCA6'
17.3870 	EXP 	self_box: fillColor = '#A6A9FF'
17.3870 	EXP 	other_box: fillColor = '#FFFCA6'
17.4039 	EXP 	self_box: fillColor = '#A6A9FF'
17.4039 	EXP 	other_box: fillColor = '#FFFCA6'
17.4205 	EXP 	self_box: fillColor = '#A6A9FF'
17.4205 	EXP 	other_box: fillColor = '#FFFCA6'
17.4371 	EXP 	self_box: fillColor = '#A6A9FF'
17.4371 	EXP 	other_box: fillColor = '#FFFCA6'
17.4539 	EXP 	self_box: fillColor = '#A6A9FF'
17.4539 	EXP 	other_box: fillColor = '#FFFCA6'
17.4706 	EXP 	self_box: fillColor = '#A6A9FF'
17.4706 	EXP 	other_box: fillColor = '#FFFCA6'
17.4873 	EXP 	self_box: fillColor = '#A6A9FF'
17.4873 	EXP 	other_box: fillColor = '#FFFCA6'
17.5040 	EXP 	self_box: fillColor = '#A6A9FF'
17.5040 	EXP 	other_box: fillColor = '#FFFCA6'
17.5207 	EXP 	self_box: fillColor = '#A6A9FF'
17.5207 	EXP 	other_box: fillColor = '#FFFCA6'
17.5373 	EXP 	self_box: fillColor = '#A6A9FF'
17.5373 	EXP 	other_box: fillColor = '#FFFCA6'
17.5541 	EXP 	self_box: fillColor = '#A6A9FF'
17.5541 	EXP 	other_box: fillColor = '#FFFCA6'
17.5708 	EXP 	self_box: fillColor = '#A6A9FF'
17.5708 	EXP 	other_box: fillColor = '#FFFCA6'
17.5875 	EXP 	self_box: fillColor = '#A6A9FF'
17.5875 	EXP 	other_box: fillColor = '#FFFCA6'
17.6042 	EXP 	self_box: fillColor = '#A6A9FF'
17.6042 	EXP 	other_box: fillColor = '#FFFCA6'
17.6209 	EXP 	self_box: fillColor = '#A6A9FF'
17.6209 	EXP 	other_box: fillColor = '#FFFCA6'
17.6376 	EXP 	self_box: fillColor = '#A6A9FF'
17.6376 	EXP 	other_box: fillColor = '#FFFCA6'
17.6541 	EXP 	self_box: fillColor = '#A6A9FF'
17.6541 	EXP 	other_box: fillColor = '#FFFCA6'
17.6709 	EXP 	self_box: fillColor = '#A6A9FF'
17.6709 	EXP 	other_box: fillColor = '#FFFCA6'
17.6877 	EXP 	self_box: fillColor = '#A6A9FF'
17.6877 	EXP 	other_box: fillColor = '#FFFCA6'
17.7044 	EXP 	self_box: fillColor = '#A6A9FF'
17.7044 	EXP 	other_box: fillColor = '#FFFCA6'
17.7211 	EXP 	self_box: fillColor = '#A6A9FF'
17.7211 	EXP 	other_box: fillColor = '#FFFCA6'
17.7377 	EXP 	self_box: fillColor = '#A6A9FF'
17.7377 	EXP 	other_box: fillColor = '#FFFCA6'
17.7544 	EXP 	self_box: fillColor = '#A6A9FF'
17.7544 	EXP 	other_box: fillColor = '#FFFCA6'
17.7711 	EXP 	self_box: fillColor = '#A6A9FF'
17.7711 	EXP 	other_box: fillColor = '#FFFCA6'
17.7879 	EXP 	self_box: fillColor = '#A6A9FF'
17.7879 	EXP 	other_box: fillColor = '#FFFCA6'
17.8044 	EXP 	self_box: fillColor = '#A6A9FF'
17.8044 	EXP 	other_box: fillColor = '#FFFCA6'
17.8212 	EXP 	self_box: fillColor = '#A6A9FF'
17.8212 	EXP 	other_box: fillColor = '#FFFCA6'
17.8379 	EXP 	self_box: fillColor = '#A6A9FF'
17.8379 	EXP 	other_box: fillColor = '#FFFCA6'
17.8546 	EXP 	self_box: fillColor = '#A6A9FF'
17.8546 	EXP 	other_box: fillColor = '#FFFCA6'
17.8712 	EXP 	self_box: fillColor = '#A6A9FF'
17.8712 	EXP 	other_box: fillColor = '#FFFCA6'
17.8878 	EXP 	self_box: fillColor = '#A6A9FF'
17.8878 	EXP 	other_box: fillColor = '#FFFCA6'
17.9045 	EXP 	self_box: fillColor = '#A6A9FF'
17.9045 	EXP 	other_box: fillColor = '#FFFCA6'
17.9213 	EXP 	self_box: fillColor = '#A6A9FF'
17.9213 	EXP 	other_box: fillColor = '#FFFCA6'
17.9380 	EXP 	self_box: fillColor = '#A6A9FF'
17.9380 	EXP 	other_box: fillColor = '#FFFCA6'
17.9552 	EXP 	self_box: fillColor = '#A6A9FF'
17.9552 	EXP 	other_box: fillColor = '#FFFCA6'
17.9713 	EXP 	self_box: fillColor = '#A6A9FF'
17.9713 	EXP 	other_box: fillColor = '#FFFCA6'
17.9882 	EXP 	self_box: fillColor = '#A6A9FF'
17.9882 	EXP 	other_box: fillColor = '#FFFCA6'
18.0046 	EXP 	self_box: fillColor = '#A6A9FF'
18.0046 	EXP 	other_box: fillColor = '#FFFCA6'
18.0215 	EXP 	self_box: fillColor = '#A6A9FF'
18.0215 	EXP 	other_box: fillColor = '#FFFCA6'
18.0382 	EXP 	self_box: fillColor = '#A6A9FF'
18.0382 	EXP 	other_box: fillColor = '#FFFCA6'
18.0548 	EXP 	self_box: fillColor = '#A6A9FF'
18.0548 	EXP 	other_box: fillColor = '#FFFCA6'
18.0715 	EXP 	self_box: fillColor = '#A6A9FF'
18.0715 	EXP 	other_box: fillColor = '#FFFCA6'
18.0883 	EXP 	self_box: fillColor = '#A6A9FF'
18.0883 	EXP 	other_box: fillColor = '#FFFCA6'
18.1049 	EXP 	self_box: fillColor = '#A6A9FF'
18.1049 	EXP 	other_box: fillColor = '#FFFCA6'
18.1216 	EXP 	self_box: fillColor = '#A6A9FF'
18.1216 	EXP 	other_box: fillColor = '#FFFCA6'
18.1383 	EXP 	self_box: fillColor = '#A6A9FF'
18.1383 	EXP 	other_box: fillColor = '#FFFCA6'
18.1550 	EXP 	self_box: fillColor = '#A6A9FF'
18.1550 	EXP 	other_box: fillColor = '#FFFCA6'
18.1717 	EXP 	self_box: fillColor = '#A6A9FF'
18.1717 	EXP 	other_box: fillColor = '#FFFCA6'
18.1883 	EXP 	self_box: fillColor = '#A6A9FF'
18.1883 	EXP 	other_box: fillColor = '#FFFCA6'
18.2051 	EXP 	self_box: fillColor = '#A6A9FF'
18.2051 	EXP 	other_box: fillColor = '#FFFCA6'
18.2217 	EXP 	self_box: fillColor = '#A6A9FF'
18.2217 	EXP 	other_box: fillColor = '#FFFCA6'
18.2385 	EXP 	self_box: fillColor = '#A6A9FF'
18.2385 	EXP 	other_box: fillColor = '#FFFCA6'
18.2551 	EXP 	self_box: fillColor = '#A6A9FF'
18.2551 	EXP 	other_box: fillColor = '#FFFCA6'
18.2719 	EXP 	self_box: fillColor = '#A6A9FF'
18.2719 	EXP 	other_box: fillColor = '#FFFCA6'
18.2886 	EXP 	self_box: fillColor = '#A6A9FF'
18.2886 	EXP 	other_box: fillColor = '#FFFCA6'
18.3051 	EXP 	self_box: fillColor = '#A6A9FF'
18.3051 	EXP 	other_box: fillColor = '#FFFCA6'
18.3220 	EXP 	self_box: fillColor = '#A6A9FF'
18.3220 	EXP 	other_box: fillColor = '#FFFCA6'
18.3385 	EXP 	self_box: fillColor = '#A6A9FF'
18.3385 	EXP 	other_box: fillColor = '#FFFCA6'
18.3553 	EXP 	self_box: fillColor = '#A6A9FF'
18.3553 	EXP 	other_box: fillColor = '#FFFCA6'
18.3719 	EXP 	self_box: fillColor = '#A6A9FF'
18.3719 	EXP 	other_box: fillColor = '#FFFCA6'
18.3887 	EXP 	self_box: fillColor = '#A6A9FF'
